	is_correct	label	pred
303	True	0	0
304	True	0	0
305	True	0	0
306	True	0	0
307	True	0	0
308	True	0	0
309	True	0	0
310	True	0	0
311	True	0	0
312	True	0	0
313	True	0	0
314	True	0	0
315	True	0	0
316	True	0	0
317	True	0	0
318	True	0	0
319	True	0	0
320	True	0	0
321	True	0	0
322	True	0	0
323	True	0	0
324	True	0	0
325	True	0	0
326	True	0	0
327	True	0	0
328	True	0	0
329	True	0	0
330	True	0	0
331	True	0	0
332	True	0	0
333	True	0	0
334	True	0	0
335	True	0	0
336	True	0	0
337	True	0	0
338	True	0	0
339	True	0	0
340	True	0	0
341	True	0	0
342	True	0	0
343	True	0	0
344	True	0	0
345	True	0	0
346	True	0	0
347	True	0	0
348	True	0	0
349	True	0	0
350	True	0	0
351	True	0	0
352	True	0	0
353	True	0	0
354	True	0	0
355	True	0	0
356	True	0	0
357	True	0	0
358	True	0	0
359	True	0	0
360	True	0	0
361	True	0	0
362	True	0	0
363	True	0	0
364	True	0	0
365	True	0	0
366	True	0	0
367	True	0	0
368	True	0	0
369	True	0	0
370	True	0	0
371	True	0	0
372	True	0	0
373	True	0	0
374	True	0	0
375	True	0	0
376	True	0	0
377	True	0	0
378	True	0	0
379	True	0	0
380	True	0	0
381	True	0	0
382	True	0	0
383	True	0	0
384	True	0	0
385	True	0	0
386	True	0	0
387	True	0	0
388	True	0	0
389	True	0	0
390	True	0	0
391	True	0	0
392	True	0	0
393	True	0	0
394	True	0	0
395	True	0	0
396	True	0	0
397	True	0	0
398	True	0	0
399	True	0	0
400	True	0	0
401	True	0	0
402	True	0	0
403	True	0	0
404	True	0	0
405	True	0	0
406	True	0	0
407	True	0	0
408	True	0	0
409	True	0	0
410	True	0	0
411	True	0	0
412	True	0	0
413	True	0	0
414	True	0	0
415	True	0	0
416	True	0	0
417	True	0	0
418	True	0	0
419	True	0	0
420	True	0	0
421	True	0	0
422	True	0	0
423	True	0	0
424	True	0	0
425	True	0	0
426	True	0	0
427	True	0	0
428	True	0	0
429	True	0	0
430	True	0	0
431	True	0	0
432	True	0	0
433	True	0	0
434	True	0	0
435	True	0	0
436	True	0	0
437	True	0	0
438	True	0	0
439	True	0	0
440	True	0	0
441	True	0	0
442	True	0	0
443	True	0	0
444	True	0	0
445	True	0	0
446	True	0	0
447	True	0	0
448	True	0	0
449	True	0	0
450	True	0	0
451	True	0	0
452	True	0	0
453	True	0	0
454	True	0	0
455	True	0	0
456	True	0	0
457	True	0	0
458	True	0	0
459	True	0	0
460	True	0	0
461	True	0	0
462	True	0	0
463	True	0	0
464	True	0	0
465	True	0	0
466	True	0	0
467	True	0	0
468	True	0	0
469	True	0	0
470	True	0	0
471	True	0	0
472	True	0	0
473	True	0	0
474	True	0	0
475	True	0	0
476	True	0	0
477	True	0	0
478	True	0	0
479	True	0	0
480	True	0	0
481	True	0	0
482	True	0	0
483	True	0	0
484	True	0	0
485	True	0	0
486	True	0	0
487	True	0	0
488	True	0	0
489	True	0	0
490	True	0	0
491	True	0	0
492	True	0	0
493	True	0	0
494	True	0	0
495	True	0	0
496	True	0	0
497	True	0	0
498	True	0	0
499	True	0	0
500	True	1	1
501	True	1	1
502	True	1	1
503	True	1	1
504	True	1	1
505	True	1	1
506	True	1	1
507	True	1	1
508	True	1	1
509	True	1	1
510	True	1	1
511	True	1	1
512	True	1	1
513	True	1	1
514	True	1	1
515	True	1	1
516	True	1	1
517	True	1	1
518	True	1	1
519	True	1	1
520	True	1	1
521	True	1	1
522	True	1	1
523	True	1	1
524	True	1	1
525	True	1	1
526	True	1	1
527	True	1	1
528	True	1	1
529	True	1	1
530	True	1	1
531	True	1	1
532	True	1	1
533	True	1	1
534	True	1	1
535	True	1	1
536	True	1	1
537	True	1	1
538	True	1	1
539	True	1	1
540	True	1	1
541	True	1	1
542	True	1	1
543	True	1	1
544	True	1	1
545	True	1	1
546	True	1	1
547	True	1	1
548	True	1	1
549	True	1	1
550	True	1	1
551	True	1	1
552	True	1	1
553	True	1	1
554	True	1	1
555	True	1	1
556	True	1	1
557	True	1	1
558	True	1	1
559	True	1	1
560	True	1	1
561	True	1	1
562	True	1	1
563	True	1	1
564	True	1	1
565	True	1	1
566	True	1	1
567	True	1	1
568	True	1	1
569	True	1	1
570	True	1	1
571	True	1	1
572	True	1	1
573	True	1	1
574	True	1	1
575	True	1	1
576	True	1	1
577	True	1	1
578	True	1	1
579	True	1	1
580	True	1	1
581	True	1	1
582	True	1	1
583	True	1	1
584	True	1	1
585	True	1	1
586	True	1	1
587	True	1	1
588	True	1	1
589	True	1	1
590	True	1	1
591	True	1	1
592	True	1	1
593	True	1	1
594	True	1	1
595	True	1	1
596	True	1	1
597	True	1	1
598	True	1	1
599	True	1	1
600	True	1	1
601	True	1	1
602	True	1	1
603	True	1	1
604	True	1	1
605	True	1	1
606	True	1	1
607	True	1	1
608	True	1	1
609	True	1	1
610	True	1	1
611	True	1	1
612	True	1	1
613	True	1	1
614	True	1	1
615	True	1	1
616	True	1	1
617	True	1	1
618	True	1	1
619	True	1	1
620	True	1	1
621	True	1	1
622	True	1	1
623	True	1	1
624	True	1	1
625	True	1	1
626	True	1	1
627	True	1	1
628	True	1	1
629	True	1	1
630	True	1	1
631	True	1	1
632	True	1	1
633	True	1	1
634	True	1	1
635	True	1	1
636	True	1	1
637	True	1	1
638	True	1	1
639	True	1	1
640	True	1	1
641	True	1	1
642	True	1	1
643	True	1	1
644	True	1	1
645	True	1	1
646	True	1	1
647	True	1	1
648	True	1	1
649	True	1	1
650	True	1	1
651	True	1	1
652	True	1	1
653	True	1	1
654	True	1	1
655	True	1	1
656	True	1	1
657	True	1	1
658	True	1	1
659	True	1	1
660	True	1	1
661	True	1	1
662	True	1	1
663	True	1	1
664	True	1	1
665	True	1	1
666	True	1	1
667	True	1	1
668	True	1	1
669	True	1	1
670	True	1	1
671	True	1	1
672	True	1	1
673	True	1	1
674	True	1	1
675	True	1	1
676	True	1	1
677	True	1	1
678	True	1	1
679	True	1	1
680	True	1	1
681	True	1	1
682	True	1	1
683	True	1	1
684	True	1	1
685	True	1	1
686	True	1	1
687	True	1	1
688	True	1	1
689	True	1	1
690	True	1	1
691	True	1	1
692	True	1	1
693	True	1	1
694	True	1	1
695	True	1	1
696	True	1	1
697	True	1	1
698	True	1	1
699	True	1	1
700	True	1	1
701	True	1	1
702	True	1	1
703	True	1	1
704	True	1	1
705	True	1	1
706	True	1	1
707	True	1	1
708	True	1	1
709	True	1	1
710	True	1	1
711	True	1	1
712	True	1	1
713	True	1	1
714	True	1	1
715	True	1	1
716	True	1	1
717	True	1	1
718	True	1	1
719	True	1	1
720	True	1	1
721	True	1	1
722	True	1	1
723	True	1	1
724	True	1	1
725	True	1	1
726	True	1	1
727	True	1	1
728	True	1	1
729	True	1	1
730	True	1	1
731	True	1	1
732	True	1	1
733	True	1	1
734	True	1	1
735	True	1	1
736	True	1	1
737	True	1	1
738	True	1	1
739	True	1	1
740	True	1	1
741	True	1	1
742	True	1	1
743	True	1	1
744	True	1	1
745	True	1	1
746	True	1	1
747	True	1	1
748	True	1	1
749	True	1	1
750	True	1	1
751	True	1	1
752	True	1	1
753	True	1	1
754	True	1	1
755	True	1	1
756	True	1	1
757	True	1	1
758	True	1	1
759	True	1	1
760	True	1	1
761	True	1	1
762	True	1	1
763	True	1	1
764	True	1	1
765	True	1	1
766	True	1	1
767	True	1	1
768	True	1	1
769	True	1	1
770	True	1	1
771	True	1	1
772	True	1	1
773	True	1	1
774	True	1	1
775	True	1	1
776	True	1	1
777	True	1	1
778	True	1	1
779	True	1	1
780	True	1	1
781	True	1	1
782	True	1	1
783	True	1	1
784	True	1	1
785	True	1	1
786	True	1	1
787	True	1	1
788	True	1	1
789	True	1	1
790	True	1	1
791	True	1	1
792	True	1	1
793	True	1	1
794	True	1	1
795	True	1	1
796	True	1	1
797	True	1	1
798	True	1	1
799	True	1	1
800	True	1	1
801	True	1	1
802	True	1	1
803	True	1	1
804	True	1	1
805	True	1	1
806	True	1	1
807	True	1	1
808	True	1	1
809	True	1	1
810	True	1	1
811	True	1	1
812	True	1	1
813	True	1	1
814	True	1	1
815	True	1	1
816	True	1	1
817	True	1	1
818	True	1	1
819	True	1	1
820	True	1	1
821	True	1	1
822	True	1	1
823	True	1	1
824	True	1	1
825	True	1	1
826	True	1	1
827	True	1	1
828	True	1	1
829	True	1	1
830	True	1	1
831	True	1	1
832	True	1	1
833	True	1	1
834	True	1	1
835	True	1	1
836	True	1	1
837	True	1	1
838	True	1	1
839	True	1	1
840	True	1	1
841	True	1	1
842	True	1	1
843	True	1	1
844	True	1	1
845	True	1	1
846	True	1	1
847	True	1	1
848	True	1	1
849	True	1	1
850	True	1	1
851	True	1	1
852	True	1	1
853	True	1	1
854	True	1	1
855	True	1	1
856	True	1	1
857	True	1	1
858	True	1	1
859	True	1	1
860	True	1	1
861	True	1	1
862	True	1	1
863	True	1	1
864	True	1	1
865	True	1	1
866	True	1	1
867	True	1	1
868	True	1	1
869	True	1	1
870	True	1	1
871	True	1	1
872	True	1	1
873	True	1	1
874	True	1	1
875	True	1	1
876	True	1	1
877	True	1	1
878	True	1	1
879	True	1	1
880	True	1	1
881	True	1	1
882	True	1	1
883	True	1	1
884	True	1	1
885	True	1	1
886	True	1	1
887	True	1	1
888	True	1	1
889	True	1	1
890	True	1	1
891	True	1	1
892	True	1	1
893	True	1	1
894	True	1	1
895	True	1	1
896	True	1	1
897	True	1	1
898	True	1	1
899	True	1	1
900	True	1	1
901	True	1	1
902	True	1	1
903	True	1	1
904	True	1	1
905	True	1	1
906	True	1	1
907	True	1	1
908	True	1	1
909	True	1	1
910	True	1	1
911	True	1	1
912	True	1	1
913	True	1	1
914	True	1	1
915	True	1	1
916	True	1	1
917	True	1	1
918	True	1	1
919	True	1	1
920	True	1	1
921	True	1	1
922	True	1	1
923	True	1	1
924	True	1	1
925	True	1	1
926	True	1	1
927	True	1	1
928	True	1	1
929	True	1	1
930	True	1	1
931	True	1	1
932	True	1	1
933	True	1	1
934	True	1	1
935	True	1	1
936	True	1	1
937	True	1	1
938	True	1	1
939	True	1	1
940	True	1	1
941	True	1	1
942	True	1	1
943	True	1	1
944	True	1	1
945	True	1	1
946	True	1	1
947	True	1	1
948	True	1	1
949	True	1	1
950	True	1	1
951	True	1	1
952	True	1	1
953	True	1	1
954	True	1	1
955	True	1	1
956	True	1	1
957	True	1	1
958	True	1	1
959	True	1	1
960	True	1	1
961	True	1	1
962	True	1	1
963	True	1	1
964	True	1	1
965	True	1	1
966	True	1	1
967	True	1	1
968	True	1	1
969	True	1	1
970	True	1	1
971	True	1	1
972	True	1	1
973	True	1	1
974	True	1	1
975	True	1	1
976	True	1	1
977	True	1	1
978	True	1	1
979	True	1	1
980	True	1	1
981	True	1	1
982	True	1	1
983	True	1	1
984	True	1	1
985	True	1	1
986	True	1	1
987	True	1	1
988	True	1	1
989	True	1	1
990	True	1	1
991	True	1	1
992	True	1	1
993	True	1	1
994	True	1	1
995	True	1	1
996	True	1	1
997	True	1	1
998	True	1	1
999	True	1	1
1000	True	2	2
1001	True	2	2
1002	True	2	2
1003	True	2	2
1004	True	2	2
1005	True	2	2
1006	True	2	2
1007	True	2	2
1008	True	2	2
1009	True	2	2
1010	True	2	2
1011	True	2	2
1012	True	2	2
1013	True	2	2
1014	True	2	2
1015	True	2	2
1016	True	2	2
1017	True	2	2
1018	True	2	2
1019	True	2	2
1020	True	2	2
1021	True	2	2
1022	True	2	2
1023	True	2	2
1024	True	2	2
1025	True	2	2
1026	True	2	2
1027	True	2	2
1028	True	2	2
1029	True	2	2
1030	True	2	2
1031	True	2	2
1032	True	2	2
1033	True	2	2
1034	True	2	2
1035	True	2	2
1036	True	2	2
1037	True	2	2
1038	True	2	2
1039	True	2	2
1040	True	2	2
1041	True	2	2
1042	True	2	2
1043	True	2	2
1044	True	2	2
1045	True	2	2
1046	True	2	2
1047	True	2	2
1048	True	2	2
1049	True	2	2
1050	True	2	2
1051	True	2	2
1052	True	2	2
1053	True	2	2
1054	True	2	2
1055	True	2	2
1056	True	2	2
1057	True	2	2
1058	True	2	2
1059	True	2	2
1060	True	2	2
1061	True	2	2
1062	True	2	2
1063	True	2	2
1064	True	2	2
1065	True	2	2
1066	True	2	2
1067	True	2	2
1068	True	2	2
1069	True	2	2
1070	True	2	2
1071	True	2	2
1072	True	2	2
1073	True	2	2
1074	True	2	2
1075	True	2	2
1076	True	2	2
1077	True	2	2
1078	True	2	2
1079	True	2	2
1080	True	2	2
1081	True	2	2
1082	True	2	2
1083	True	2	2
1084	True	2	2
1085	True	2	2
1086	True	2	2
1087	True	2	2
1088	True	2	2
1089	True	2	2
1090	True	2	2
1091	True	2	2
1092	True	2	2
1093	True	2	2
1094	True	2	2
1095	True	2	2
1096	True	2	2
1097	True	2	2
1098	True	2	2
1099	True	2	2
1100	True	2	2
1101	True	2	2
1102	True	2	2
1103	True	2	2
1104	True	2	2
1105	True	2	2
1106	True	2	2
1107	True	2	2
1108	True	2	2
1109	True	2	2
1110	True	2	2
1111	True	2	2
1112	True	2	2
1113	True	2	2
1114	True	2	2
1115	True	2	2
1116	True	2	2
1117	True	2	2
1118	True	2	2
1119	True	2	2
1120	True	2	2
1121	True	2	2
1122	True	2	2
1123	True	2	2
1124	True	2	2
1125	True	2	2
1126	True	2	2
1127	True	2	2
1128	True	2	2
1129	True	2	2
1130	True	2	2
1131	True	2	2
1132	True	2	2
1133	True	2	2
1134	True	2	2
1135	True	2	2
1136	True	2	2
1137	True	2	2
1138	True	2	2
1139	True	2	2
1140	True	2	2
1141	True	2	2
1142	True	2	2
1143	True	2	2
1144	True	2	2
1145	True	2	2
1146	True	2	2
1147	True	2	2
1148	True	2	2
1149	True	2	2
1150	True	2	2
1151	True	2	2
1152	True	2	2
1153	True	2	2
1154	True	2	2
1155	True	2	2
1156	True	2	2
1157	True	2	2
1158	True	2	2
1159	True	2	2
1160	True	2	2
1161	True	2	2
1162	True	2	2
1163	True	2	2
1164	True	2	2
1165	True	2	2
1166	True	2	2
1167	True	2	2
1168	True	2	2
1169	True	2	2
1170	True	2	2
1171	True	2	2
1172	True	2	2
1173	True	2	2
1174	True	2	2
1175	True	2	2
1176	True	2	2
1177	True	2	2
1178	True	2	2
1179	True	2	2
1180	True	2	2
1181	True	2	2
1182	True	2	2
1183	True	2	2
1184	True	2	2
1185	True	2	2
1186	True	2	2
1187	True	2	2
1188	True	2	2
1189	True	2	2
1190	True	2	2
1191	True	2	2
1192	True	2	2
1193	True	2	2
1194	True	2	2
1195	True	2	2
1196	True	2	2
1197	True	2	2
1198	True	2	2
1199	True	2	2
1200	True	2	2
1201	True	2	2
1202	True	2	2
1203	True	2	2
1204	True	2	2
1205	True	2	2
1206	True	2	2
1207	True	2	2
1208	True	2	2
1209	True	2	2
1210	True	2	2
1211	True	2	2
1212	True	2	2
1213	True	2	2
1214	True	2	2
1215	True	2	2
1216	True	2	2
1217	True	2	2
1218	True	2	2
1219	True	2	2
1220	True	2	2
1221	True	2	2
1222	True	2	2
1223	True	2	2
1224	True	2	2
1225	True	2	2
1226	True	2	2
1227	True	2	2
1228	True	2	2
1229	True	2	2
1230	True	2	2
1231	True	2	2
1232	True	2	2
1233	True	2	2
1234	True	2	2
1235	True	2	2
1236	True	2	2
1237	True	2	2
1238	True	2	2
1239	True	2	2
1240	True	2	2
1241	True	2	2
1242	True	2	2
1243	True	2	2
1244	True	2	2
1245	True	2	2
1246	True	2	2
1247	True	2	2
1248	True	2	2
1249	True	2	2
1250	True	2	2
1251	True	2	2
1252	True	2	2
1253	True	2	2
1254	True	2	2
1255	True	2	2
1256	True	2	2
1257	True	2	2
1258	True	2	2
1259	True	2	2
1260	True	2	2
1261	True	2	2
1262	True	2	2
1263	True	2	2
1264	True	2	2
1265	True	2	2
1266	True	2	2
1267	True	2	2
1268	True	2	2
1269	True	2	2
1270	True	2	2
1271	True	2	2
1272	True	2	2
1273	True	2	2
1274	True	2	2
1275	True	2	2
1276	True	2	2
1277	True	2	2
1278	True	2	2
1279	True	2	2
1280	True	2	2
1281	True	2	2
1282	True	2	2
1283	True	2	2
1284	True	2	2
1285	True	2	2
1286	True	2	2
1287	True	2	2
1288	True	2	2
1289	True	2	2
1290	True	2	2
1291	True	2	2
1292	True	2	2
1293	True	2	2
1294	True	2	2
1295	True	2	2
1296	True	2	2
1297	True	2	2
1298	True	2	2
1299	True	2	2
1300	True	2	2
1301	True	2	2
1302	True	2	2
1303	True	2	2
1304	True	2	2
1305	True	2	2
1306	True	2	2
1307	True	2	2
1308	True	2	2
1309	True	2	2
1310	True	2	2
1311	True	2	2
1312	True	2	2
1313	True	2	2
1314	True	2	2
1315	True	2	2
1316	True	2	2
1317	True	2	2
1318	True	2	2
1319	True	2	2
1320	True	2	2
1321	True	2	2
1322	True	2	2
1323	True	2	2
1324	True	2	2
1325	True	2	2
1326	True	2	2
1327	True	2	2
1328	True	2	2
1329	True	2	2
1330	True	2	2
1331	True	2	2
1332	True	2	2
1333	True	2	2
1334	True	2	2
1335	True	2	2
1336	True	2	2
1337	True	2	2
1338	True	2	2
1339	True	2	2
1340	True	2	2
1341	True	2	2
1342	True	2	2
1343	True	2	2
1344	True	2	2
1345	True	2	2
1346	True	2	2
1347	True	2	2
1348	True	2	2
1349	True	2	2
1350	True	2	2
1351	True	2	2
1352	True	2	2
1353	True	2	2
1354	True	2	2
1355	True	2	2
1356	True	2	2
1357	True	2	2
1358	True	2	2
1359	True	2	2
1360	True	2	2
1361	True	2	2
1362	True	2	2
1363	True	2	2
1364	True	2	2
1365	True	2	2
1366	True	2	2
1367	True	2	2
1368	True	2	2
1369	True	2	2
1370	True	2	2
1371	True	2	2
1372	True	2	2
1373	True	2	2
1374	True	2	2
1375	True	2	2
1376	True	2	2
1377	True	2	2
1378	True	2	2
1379	True	2	2
1380	True	2	2
1381	True	2	2
1382	True	2	2
1383	True	2	2
1384	True	2	2
1385	True	2	2
1386	True	2	2
1387	True	2	2
1388	True	2	2
1389	True	2	2
1390	True	2	2
1391	True	2	2
1392	True	2	2
1393	True	2	2
1394	True	2	2
1395	True	2	2
1396	True	2	2
1397	True	2	2
1398	True	2	2
1399	True	2	2
1400	True	2	2
1401	True	2	2
1402	True	2	2
1403	True	2	2
1404	True	2	2
1405	True	2	2
1406	True	2	2
1407	True	2	2
1408	True	2	2
1409	True	2	2
1410	True	2	2
1411	True	2	2
1412	True	2	2
1413	True	2	2
1414	True	2	2
1415	True	2	2
1416	True	2	2
1417	True	2	2
1418	True	2	2
1419	True	2	2
1420	True	2	2
1421	True	2	2
1422	True	2	2
1423	True	2	2
1424	True	2	2
1425	True	2	2
1426	True	2	2
1427	True	2	2
1428	True	2	2
1429	True	2	2
1430	True	2	2
1431	True	2	2
1432	True	2	2
1433	True	2	2
1434	True	2	2
1435	True	2	2
1436	True	2	2
1437	True	2	2
1438	True	2	2
1439	True	2	2
1440	True	2	2
1441	True	2	2
1442	True	2	2
1443	True	2	2
1444	True	2	2
1445	True	2	2
1446	True	2	2
1447	True	2	2
1448	True	2	2
1449	True	2	2
1450	True	2	2
1451	True	2	2
1452	True	2	2
1453	True	2	2
1454	True	2	2
1455	True	2	2
1456	True	2	2
1457	True	2	2
1458	True	2	2
1459	True	2	2
1460	True	2	2
1461	True	2	2
1462	True	2	2
1463	True	2	2
1464	True	2	2
1465	True	2	2
1466	True	2	2
1467	True	2	2
1468	True	2	2
1469	True	2	2
1470	True	2	2
1471	True	2	2
1472	True	2	2
1473	True	2	2
1474	True	2	2
1475	True	2	2
1476	True	2	2
1477	True	2	2
1478	True	2	2
1479	True	2	2
1480	True	2	2
1481	True	2	2
1482	True	2	2
1483	True	2	2
1484	True	2	2
1485	True	2	2
1486	True	2	2
1487	True	2	2
1488	True	2	2
1489	True	2	2
1490	True	2	2
1491	True	2	2
1492	True	2	2
1493	True	2	2
1494	True	2	2
1495	True	2	2
1496	True	2	2
1497	True	2	2
1498	True	2	2
1499	True	2	2
1500	True	3	3
1501	True	3	3
1502	True	3	3
1503	True	3	3
1504	True	3	3
1505	True	3	3
1506	True	3	3
1507	True	3	3
1508	True	3	3
1509	True	3	3
1510	True	3	3
1511	True	3	3
1512	True	3	3
1513	True	3	3
1514	True	3	3
1515	True	3	3
1516	True	3	3
1517	True	3	3
1518	True	3	3
1519	True	3	3
1520	True	3	3
1521	True	3	3
1522	True	3	3
1523	True	3	3
1524	True	3	3
1525	True	3	3
1526	True	3	3
1527	True	3	3
1528	True	3	3
1529	True	3	3
1530	True	3	3
1531	True	3	3
1532	True	3	3
1533	True	3	3
1534	True	3	3
1535	True	3	3
1536	True	3	3
1537	True	3	3
1538	True	3	3
1539	True	3	3
1540	True	3	3
1541	True	3	3
1542	True	3	3
1543	True	3	3
1544	True	3	3
1545	True	3	3
1546	True	3	3
1547	True	3	3
1548	True	3	3
1549	True	3	3
1550	True	3	3
1551	True	3	3
1552	True	3	3
1553	True	3	3
1554	True	3	3
1555	True	3	3
1556	True	3	3
1557	True	3	3
1558	True	3	3
1559	True	3	3
1560	True	3	3
1561	True	3	3
1562	True	3	3
1563	True	3	3
1564	True	3	3
1565	True	3	3
1566	True	3	3
1567	True	3	3
1568	True	3	3
1569	True	3	3
1570	True	3	3
1571	True	3	3
1572	True	3	3
1573	True	3	3
1574	True	3	3
1575	True	3	3
1576	True	3	3
1577	True	3	3
1578	True	3	3
1579	True	3	3
1580	True	3	3
1581	True	3	3
1582	True	3	3
1583	True	3	3
1584	True	3	3
1585	True	3	3
1586	True	3	3
1587	True	3	3
1588	True	3	3
1589	True	3	3
1590	True	3	3
1591	True	3	3
1592	True	3	3
1593	True	3	3
1594	True	3	3
1595	True	3	3
1596	True	3	3
1597	True	3	3
1598	True	3	3
1599	True	3	3
1600	True	3	3
1601	True	3	3
1602	True	3	3
1603	True	3	3
1604	True	3	3
1605	True	3	3
1606	True	3	3
1607	True	3	3
1608	True	3	3
1609	True	3	3
1610	True	3	3
1611	True	3	3
1612	True	3	3
1613	True	3	3
1614	True	3	3
1615	True	3	3
1616	True	3	3
1617	True	3	3
1618	True	3	3
1619	True	3	3
1620	True	3	3
1621	True	3	3
1622	True	3	3
1623	True	3	3
1624	True	3	3
1625	True	3	3
1626	True	3	3
1627	True	3	3
1628	True	3	3
1629	True	3	3
1630	True	3	3
1631	True	3	3
1632	True	3	3
1633	True	3	3
1634	True	3	3
1635	True	3	3
1636	True	3	3
1637	True	3	3
1638	True	3	3
1639	True	3	3
1640	True	3	3
1641	True	3	3
1642	True	3	3
1643	True	3	3
1644	True	3	3
1645	True	3	3
1646	True	3	3
1647	True	3	3
1648	True	3	3
1649	True	3	3
1650	True	3	3
1651	True	3	3
1652	True	3	3
1653	True	3	3
1654	True	3	3
1655	True	3	3
1656	True	3	3
1657	True	3	3
1658	True	3	3
1659	True	3	3
1660	True	3	3
1661	True	3	3
1662	True	3	3
1663	True	3	3
