CORRECT	LABEL	PREDICT
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	1
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	1
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	1
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	1
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
False	0	1
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	1
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	1
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	1
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	1
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	2
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	1
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
False	0	1
True	0	0
True	0	0
False	0	1
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
True	0	0
